verify_date,scan_date,code,name,score,ratio,morning_judgment,open_price,close_price,result_pct,grade,is_top20,market_condition,high_price,max_rise_pct,day1_pct,day2_pct,day3_pct,day4_pct,day5_pct,max_ret_5d,max_ret_day,exit_reason,exit_day,exit_pct
2026-03-18,2026-03-17,6387,サムコ,7.88,5.64,PASS,7360.0,7540.0,2.45,B,0,WEAK,7710.0,4.76,2.45,4.48,-2.17,-2.17,9.38,9.38,5,利確+3%,2,4.48
2026-03-18,2026-03-17,212A,フィットイージー,7.8,5.41,BUY,2361.0,2361.0,0.0,FLAT,0,WEAK,2389.0,1.19,0.0,-3.56,-6.4,-6.4,-4.49,0.0,1,損切り-5%,3,-6.4
2026-03-18,2026-03-17,5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,7.61,4.84,BUY,2065.0,2095.0,1.45,FLAT,0,WEAK,2095.0,1.45,1.45,0.53,-1.69,-1.69,-0.44,1.45,1,引け(day5),5,-0.44
2026-03-18,2026-03-17,4369,トリケミカル研究所,7.6,4.81,BUY,2757.0,2757.0,0.0,FLAT,0,WEAK,2767.0,0.36,0.0,-4.17,-5.66,-5.66,-2.18,0.0,1,損切り-5%,3,-5.66
2026-03-18,2026-03-17,3193,エターナルホスピタリティグループ,7.59,4.76,BUY,3240.0,3315.0,2.31,B,0,WEAK,3315.0,2.31,2.31,2.47,-0.31,-0.31,4.01,4.01,5,利確+3%,5,4.01
2026-03-18,2026-03-17,2929,ファーマフーズ,7.57,4.71,BUY,675.0,703.0,4.15,B,0,WEAK,704.0,4.3,4.15,-1.04,-4.0,-4.0,0.0,4.15,1,利確+3%,1,4.15
2026-03-18,2026-03-17,5352,黒崎播磨,7.54,5.3,BUY,4185.0,4180.0,-0.12,FLAT,0,WEAK,4185.0,0.0,-0.12,-0.12,0.0,0.0,0.0,0.0,3,引け(day5),5,0.0
2026-03-18,2026-03-17,7110,クラシコム,7.53,4.58,BUY,2016.0,2075.0,2.93,B,0,WEAK,2080.0,3.17,2.93,-0.05,-1.64,-1.64,-2.03,2.93,1,引け(day5),5,-2.03
2026-03-18,2026-03-17,1429,日本アクア,7.27,3.8,PASS,746.0,757.0,1.47,FLAT,0,WEAK,759.0,1.74,1.47,-2.68,-5.23,-5.23,-4.83,1.47,1,損切り-5%,3,-5.23
2026-03-18,2026-03-17,2695,くら寿司,7.17,3.51,PASS,3485.0,3570.0,2.44,B,0,WEAK,3570.0,2.44,2.44,1.0,-3.44,-3.44,-1.15,2.44,1,引け(day5),5,-1.15
2026-03-18,2026-03-17,4025,多木化学,7.08,3.23,PASS,4370.0,4515.0,3.32,B,0,WEAK,4555.0,4.23,3.32,1.14,6.06,6.06,3.09,6.06,3,利確+3%,1,3.32
2026-03-18,2026-03-17,4422,ＶＡＬＵＥＮＥＸ,7.04,3.12,PASS,467.0,515.0,10.28,S,1,WEAK,515.0,10.28,10.28,1.71,-5.35,-5.35,11.78,11.78,5,利確+3%,1,10.28
2026-03-19,2026-03-18,5603,虹技,10.0,17.21,CAUTION,1570.0,1590.0,1.27,FLAT,0,NORMAL,1598.0,1.78,1.27,-6.31,-6.31,-7.52,-6.62,1.27,1,損切り-5%,2,-6.31
2026-03-19,2026-03-18,4422,ＶＡＬＵＥＮＥＸ,8.34,7.02,BUY,555.0,475.0,-14.41,FLAT,0,NORMAL,558.0,0.54,-14.41,-20.36,-20.36,-5.95,2.88,2.88,5,損切り-5%,1,-14.41
2026-03-19,2026-03-18,9235,売れるネット広告社グループ,8.31,6.92,BUY,544.0,530.0,-2.57,FLAT,0,NORMAL,544.0,0.0,-2.57,-6.62,-6.62,11.76,30.15,30.15,5,損切り-5%,2,-6.62
2026-03-19,2026-03-18,6955,ＦＤＫ,8.21,6.64,BUY,493.0,503.0,2.03,A,0,NORMAL,527.0,6.9,2.03,-4.46,-4.46,-3.45,-0.61,2.03,1,引け(day5),5,-0.61
2026-03-19,2026-03-18,4888,ステラファーマ,8.09,6.28,BUY,550.0,605.0,10.0,S,1,NORMAL,646.0,17.45,10.0,28.18,28.18,55.45,52.73,55.45,4,利確+3%,1,10.0
2026-03-19,2026-03-18,4892,サイフューズ,7.79,5.36,BUY,648.0,614.0,-5.25,FLAT,0,NORMAL,648.0,0.0,-5.25,-10.65,-10.65,-6.94,-4.32,-4.32,5,損切り-5%,1,-5.25
2026-03-19,2026-03-18,446A,ノースサンド,7.78,6.01,BUY,1437.0,1359.0,-5.43,B,0,NORMAL,1472.0,2.44,-5.43,-9.74,-9.74,-9.32,-7.24,-5.43,1,損切り-5%,1,-5.43
2026-03-19,2026-03-18,4929,アジュバンホールディングス,7.75,5.26,BUY,764.0,760.0,-0.52,FLAT,0,NORMAL,765.0,0.13,-0.52,-1.05,-1.05,-1.05,-0.79,-0.52,1,引け(day5),5,-0.79
2026-03-19,2026-03-18,6699,ダイヤモンドエレクトリックホールディングス,7.69,5.08,BUY,648.0,618.0,-4.63,FLAT,0,NORMAL,654.0,0.93,-4.63,-8.8,-8.8,-7.1,-3.7,-3.7,5,損切り-5%,2,-8.8
2026-03-19,2026-03-18,9279,ギフトホールディングス,7.67,5.02,BUY,4575.0,4475.0,-2.19,FLAT,0,NORMAL,4665.0,1.97,-2.19,1.42,1.42,4.7,3.5,4.7,4,利確+3%,4,4.7
2026-03-19,2026-03-18,2673,夢みつけ隊,7.63,4.88,BUY,189.0,185.0,-2.12,FLAT,0,NORMAL,191.0,1.06,-2.12,-7.94,-7.94,-5.82,-2.12,-2.12,1,損切り-5%,2,-7.94
2026-03-19,2026-03-18,5933,アルインコ,7.38,4.14,PASS,1099.0,1086.0,-1.18,FLAT,0,NORMAL,1112.0,1.18,-1.18,-5.19,-5.19,-3.64,-2.0,-1.18,1,損切り-5%,2,-5.19
2026-03-19,2026-03-18,5852,アーレスティ,7.36,4.08,PASS,853.0,833.0,-2.34,FLAT,0,NORMAL,856.0,0.35,-2.34,-5.86,-5.86,-3.87,-1.29,-1.29,5,損切り-5%,2,-5.86
2026-03-19,2026-03-18,4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,7.28,3.85,PASS,760.0,760.0,0.0,FLAT,0,NORMAL,769.0,1.18,0.0,-5.53,-5.53,-3.68,-1.84,0.0,1,損切り-5%,2,-5.53
2026-03-19,2026-03-18,3070,ジェリービーンズグループ,7.28,3.83,PASS,101.0,93.0,-7.92,FLAT,0,NORMAL,102.0,0.99,-7.92,-12.87,-12.87,-13.86,-11.88,-7.92,1,損切り-5%,1,-7.92
2026-03-19,2026-03-18,456A,ＨＵＭＡＮ　ＭＡＤＥ,7.25,3.75,PASS,4400.0,4350.0,-1.14,A,0,NORMAL,4620.0,5.0,-1.14,3.3,3.3,19.32,17.27,19.32,4,利確+3%,2,3.3
2026-03-19,2026-03-18,2983,アールプランナー,7.21,3.64,PASS,1691.0,1649.0,-2.48,FLAT,0,NORMAL,1691.0,0.0,-2.48,-7.92,-7.92,-5.44,-2.84,-2.48,1,損切り-5%,2,-7.92
2026-03-19,2026-03-18,254A,ＡＩフュージョンキャピタルグループ,7.16,3.48,PASS,1114.0,1154.0,3.59,B,0,NORMAL,1161.0,4.22,3.59,-0.54,-0.54,-1.8,-2.51,3.59,1,利確+3%,1,3.59
2026-03-19,2026-03-18,8894,ＲＥＶＯＬＵＴＩＯＮ,7.09,3.28,PASS,54.0,54.0,0.0,FLAT,0,NORMAL,55.0,1.85,0.0,-3.7,-3.7,-5.56,-3.7,0.0,1,損切り-5%,4,-5.56
2026-03-19,2026-03-18,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,7.07,3.22,PASS,80.0,80.0,0.0,B,0,NORMAL,83.0,3.75,0.0,-3.75,-3.75,1.25,2.5,2.5,5,引け(day5),5,2.5
2026-03-23,2026-03-19,4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,10.0,16.48,UNKNOWN,395.0,406.0,2.78,A,0,PANIC,456.0,15.44,2.78,2.78,-4.3,3.29,-2.53,3.29,4,利確+3%,4,3.29
2026-03-23,2026-03-19,2656,ベクターホールディングス,10.0,14.51,UNKNOWN,162.0,168.0,3.7,B,0,PANIC,168.0,3.7,3.7,3.7,2.47,4.94,10.49,10.49,5,利確+3%,1,3.7
2026-03-23,2026-03-19,9237,笑美面,9.75,11.25,UNKNOWN,707.0,750.0,6.08,A,0,PANIC,760.0,7.5,6.08,6.08,4.95,6.65,6.65,6.65,4,利確+3%,1,6.08
2026-03-23,2026-03-19,6699,ダイヤモンドエレクトリックホールディングス,9.47,10.4,UNKNOWN,598.0,591.0,-1.17,B,0,PANIC,616.0,3.01,-1.17,-1.17,0.67,4.35,2.01,4.35,4,利確+3%,4,4.35
2026-03-23,2026-03-19,4625,アトミクス,9.08,9.25,UNKNOWN,906.0,904.0,-0.22,B,0,PANIC,928.0,2.43,-0.22,-0.22,-3.42,-1.77,-3.97,-0.22,1,引け(day5),5,-3.97
2026-03-23,2026-03-19,2734,サーラコーポレーション,8.15,7.07,UNKNOWN,1040.0,1024.0,-1.54,FLAT,0,PANIC,1060.0,1.92,-1.54,-1.54,-0.58,2.69,1.44,2.69,4,引け(day5),5,1.44
2026-03-23,2026-03-19,4813,ＡＣＣＥＳＳ,7.73,5.2,UNKNOWN,576.0,570.0,-1.04,FLAT,0,PANIC,576.0,0.0,-1.04,-1.04,2.08,2.6,-2.08,2.6,4,引け(day5),5,-2.08
2026-03-23,2026-03-19,6955,ＦＤＫ,7.64,4.91,UNKNOWN,493.0,471.0,-4.46,B,0,PANIC,506.0,2.64,-4.46,-4.46,-3.45,-0.61,-1.22,-0.61,4,引け(day5),5,-1.22
2026-03-23,2026-03-19,5136,ｔｒｉｐｌａ,7.55,4.65,UNKNOWN,1502.0,1458.0,-2.93,A,0,PANIC,1590.0,5.86,-2.93,-2.93,1.13,2.6,1.86,2.6,4,引け(day5),5,1.86
2026-03-23,2026-03-19,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,7.52,4.57,UNKNOWN,1276.0,1274.0,-0.16,FLAT,0,PANIC,1297.0,1.65,-0.16,-0.16,5.09,9.4,10.11,10.11,5,利確+3%,3,5.09
2026-03-23,2026-03-19,3565,アセンテック,7.42,4.26,UNKNOWN,1019.0,1046.0,2.65,A,0,PANIC,1077.0,5.69,2.65,2.65,6.67,9.22,8.34,9.22,4,利確+3%,3,6.67
2026-03-23,2026-03-19,4512,わかもと製薬,7.24,3.71,UNKNOWN,345.0,335.0,-2.9,FLAT,0,PANIC,348.0,0.87,-2.9,-2.9,2.32,3.19,5.51,5.51,5,利確+3%,4,3.19
2026-03-23,2026-03-19,4880,セルソース,7.24,3.73,UNKNOWN,387.0,373.0,-3.62,FLAT,0,PANIC,387.0,0.0,-3.62,-3.62,0.78,1.29,-1.03,1.29,4,引け(day5),5,-1.03
2026-03-23,2026-03-19,5603,虹技,7.23,3.69,UNKNOWN,1490.0,1471.0,-1.28,FLAT,0,PANIC,1514.0,1.61,-1.28,-1.28,-2.55,-1.61,-3.69,-1.28,1,引け(day5),5,-3.69
2026-03-23,2026-03-19,3415,ＴＯＫＹＯ　ＢＡＳＥ,7.16,3.53,UNKNOWN,384.0,383.0,-0.26,B,0,PANIC,396.0,3.12,-0.26,-0.26,7.55,12.76,8.07,12.76,4,利確+3%,3,7.55
2026-03-23,2026-03-19,8624,いちよし証券,7.13,3.39,UNKNOWN,1373.0,1349.0,-1.75,FLAT,0,PANIC,1386.0,0.95,-1.75,-1.75,2.91,7.65,8.3,8.3,5,利確+3%,4,7.65
2026-03-23,2026-03-19,9104,商船三井,7.13,3.38,UNKNOWN,6834.0,6382.0,-6.61,FLAT,0,PANIC,6836.0,0.03,-6.61,-6.61,-6.2,-4.42,0.41,0.41,5,損切り-5%,1,-6.61
2026-03-23,2026-03-19,9743,丹青社,7.04,3.12,UNKNOWN,1491.0,1475.0,-1.07,FLAT,0,PANIC,1491.0,0.0,-1.07,-1.07,0.8,2.01,0.87,2.01,4,引け(day5),5,0.87
2026-03-23,2026-03-19,3657,ポールトゥウィンホールディングス,6.99,3.56,UNKNOWN,286.0,290.0,1.4,FLAT,0,PANIC,290.0,1.4,1.4,1.4,1.75,6.64,4.9,6.64,4,利確+3%,4,6.64
2026-03-23,2026-03-19,7901,マツモト,6.87,2.61,UNKNOWN,1216.0,1161.0,-4.52,FLAT,0,PANIC,1240.0,1.97,-4.52,-4.52,-2.14,-2.71,-8.96,-2.14,3,損切り-5%,5,-8.96
2026-03-24,2026-03-23,6522,アスタリスク,10.0,18.5,CAUTION,1117.0,1000.0,-10.47,A,0,PANIC,1286.0,15.13,-10.47,16.38,29.01,,,29.01,3,損切り-5%,1,-10.47
2026-03-24,2026-03-23,6335,東京機械製作所,10.0,13.52,CAUTION,520.0,498.0,-4.23,FLAT,0,PANIC,525.0,0.96,-4.23,0.96,-3.46,,,0.96,2,引け(day3),3,-3.46
2026-03-24,2026-03-23,4169,ＥＮＥＣＨＡＮＧＥ,10.0,12.92,CAUTION,248.0,252.0,1.61,B,0,PANIC,256.0,3.23,1.61,11.69,2.02,,,11.69,2,利確+3%,2,11.69
2026-03-24,2026-03-23,7375,リファインバースグループ,9.51,10.52,CAUTION,1101.0,1096.0,-0.45,A,0,PANIC,1178.0,6.99,-0.45,-1.27,25.98,,,25.98,3,利確+3%,3,25.98
2026-03-24,2026-03-23,2195,アミタホールディングス,9.31,9.93,CAUTION,355.0,358.0,0.85,A,0,PANIC,415.0,16.9,0.85,1.69,24.23,,,24.23,3,利確+3%,3,24.23
2026-03-24,2026-03-23,3238,セントラル総合開発,9.3,9.91,CAUTION,347.0,347.0,0.0,FLAT,0,PANIC,350.0,0.86,0.0,1.15,1.73,,,1.73,3,引け(day3),3,1.73
2026-03-24,2026-03-23,2183,リニカル,8.77,8.31,BUY,267.0,267.0,0.0,B,0,PANIC,274.0,2.62,0.0,2.62,1.12,,,2.62,2,引け(day3),3,1.12
2026-03-24,2026-03-23,6378,木村化工機,8.56,7.67,BUY,1718.0,1729.0,0.64,A,0,PANIC,1895.0,10.3,0.64,8.32,-3.03,,,8.32,2,利確+3%,2,8.32
2026-03-24,2026-03-23,7157,ライフネット生命保険,8.5,7.5,BUY,2096.0,2076.0,-0.95,FLAT,0,PANIC,2100.0,0.19,-0.95,3.67,0.0,,,3.67,2,利確+3%,2,3.67
2026-03-24,2026-03-23,296A,令和アカウンティング・ホールディングス,8.13,6.39,BUY,744.0,760.0,2.15,B,0,PANIC,769.0,3.36,2.15,4.7,5.78,,,5.78,3,利確+3%,2,4.7
2026-03-24,2026-03-23,9438,エムティーアイ,7.99,5.98,BUY,641.0,665.0,3.74,B,0,PANIC,669.0,4.37,3.74,5.15,1.09,,,5.15,2,利確+3%,1,3.74
2026-03-24,2026-03-23,3964,オークネット,7.93,5.8,BUY,2480.0,2393.0,-3.51,FLAT,0,PANIC,2480.0,0.0,-3.51,-0.52,-2.86,,,-0.52,2,引け(day3),3,-2.86
2026-03-24,2026-03-23,3835,ｅＢＡＳＥ,7.93,5.79,BUY,402.0,403.0,0.25,FLAT,0,PANIC,406.0,1.0,0.25,1.99,1.74,,,1.99,2,引け(day3),3,1.74
2026-03-24,2026-03-23,8877,エスリード,7.92,5.75,BUY,6200.0,6260.0,0.97,FLAT,0,PANIC,6280.0,1.29,0.97,2.26,2.74,,,2.74,3,引け(day3),3,2.74
2026-03-24,2026-03-23,5932,三協立山,7.83,5.48,BUY,673.0,673.0,0.0,FLAT,0,PANIC,675.0,0.3,0.0,2.82,3.71,,,3.71,3,利確+3%,3,3.71
2026-03-24,2026-03-23,5304,ＳＥＣカーボン,7.73,5.2,BUY,2619.0,2572.0,-1.79,FLAT,0,PANIC,2619.0,0.0,-1.79,0.38,-1.53,,,0.38,2,引け(day3),3,-1.53
2026-03-24,2026-03-23,9237,笑美面,7.71,5.13,BUY,777.0,742.0,-4.5,FLAT,0,PANIC,777.0,0.0,-4.5,-2.96,-2.96,,,-2.96,2,引け(day3),3,-2.96
2026-03-24,2026-03-23,8923,トーセイ,7.42,4.25,PASS,1523.0,1540.0,1.12,FLAT,0,PANIC,1541.0,1.18,1.12,2.82,2.04,,,2.82,2,引け(day3),3,2.04
2026-03-24,2026-03-23,7615,京都きもの友禅ホールディングス,7.39,4.16,PASS,133.0,133.0,0.0,FLAT,0,PANIC,135.0,1.5,0.0,6.77,4.51,,,6.77,2,利確+3%,2,6.77
2026-03-24,2026-03-23,2471,エスプール,7.38,4.13,PASS,249.0,245.0,-1.61,FLAT,0,PANIC,249.0,0.0,-1.61,0.4,-0.4,,,0.4,2,引け(day3),3,-0.4
2026-03-25,2026-03-24,5162,朝日ラバー,10.0,15.61,CAUTION,868.0,824.0,-5.07,B,0,NORMAL,887.0,2.19,-5.07,1.15,,,,1.15,2,損切り-5%,1,-5.07
2026-03-25,2026-03-24,2195,アミタホールディングス,10.0,16.57,CAUTION,363.0,361.0,-0.55,B,0,NORMAL,375.0,3.31,-0.55,21.49,,,,21.49,2,利確+3%,2,21.49
2026-03-25,2026-03-24,9342,スマサポ,10.0,13.88,CAUTION,917.0,935.0,1.96,B,0,NORMAL,940.0,2.51,1.96,-0.65,,,,1.96,1,引け(day2),2,-0.65
2026-03-25,2026-03-24,149A,シンカ,9.69,11.06,CAUTION,1073.0,1001.0,-6.71,FLAT,0,NORMAL,1073.0,0.0,-6.71,21.25,,,,21.25,2,損切り-5%,1,-6.71
2026-03-25,2026-03-24,3011,バナーズ,9.66,10.97,CAUTION,180.0,181.0,0.56,FLAT,0,NORMAL,183.0,1.67,0.56,0.0,,,,0.56,1,引け(day2),2,0.0
2026-03-25,2026-03-24,7066,ピアズ,9.51,10.52,CAUTION,537.0,525.0,-2.23,FLAT,0,NORMAL,537.0,0.0,-2.23,-7.64,,,,-2.23,1,損切り-5%,2,-7.64
2026-03-25,2026-03-24,1443,技研ホールディングス,9.24,9.73,CAUTION,308.0,310.0,0.65,B,0,NORMAL,318.0,3.25,0.65,-3.9,,,,0.65,1,引け(day2),2,-3.9
2026-03-25,2026-03-24,281A,インフォメティス,8.82,8.46,BUY,671.0,560.0,-16.54,B,0,NORMAL,695.0,3.58,-16.54,-28.61,,,,-16.54,1,損切り-5%,1,-16.54
2026-03-25,2026-03-24,8835,太平洋興発,8.56,7.69,BUY,939.0,949.0,1.06,FLAT,0,NORMAL,952.0,1.38,1.06,7.77,,,,7.77,2,利確+3%,2,7.77
2026-03-25,2026-03-24,3077,ホリイフードサービス,8.01,6.03,BUY,592.0,629.0,6.25,A,0,NORMAL,661.0,11.66,6.25,5.07,,,,6.25,1,利確+3%,1,6.25
2026-03-25,2026-03-24,6094,フリークアウト・ホールディングス,7.74,5.23,BUY,710.0,739.0,4.08,B,0,NORMAL,740.0,4.23,4.08,0.14,,,,4.08,1,利確+3%,1,4.08
2026-03-25,2026-03-24,4097,高圧ガス工業,7.74,5.23,BUY,1131.0,1116.0,-1.33,FLAT,0,NORMAL,1136.0,0.44,-1.33,-1.33,,,,-1.33,1,引け(day2),2,-1.33
2026-03-25,2026-03-24,7743,シード,7.67,6.13,BUY,584.0,606.0,3.77,A,0,NORMAL,614.0,5.14,3.77,4.28,,,,4.28,2,利確+3%,1,3.77
2026-03-25,2026-03-24,7375,リファインバースグループ,7.67,5.01,BUY,1066.0,1087.0,1.97,B,0,NORMAL,1117.0,4.78,1.97,30.11,,,,30.11,2,利確+3%,2,30.11
2026-03-25,2026-03-24,4169,ＥＮＥＣＨＡＮＧＥ,7.42,4.27,PASS,254.0,277.0,9.06,S,1,NORMAL,278.0,9.45,9.06,-0.39,,,,9.06,1,利確+3%,1,9.06
2026-03-25,2026-03-24,8281,ゼビオホールディングス,7.23,3.7,PASS,1012.0,1016.0,0.4,FLAT,0,NORMAL,1016.0,0.4,0.4,0.1,,,,0.4,1,引け(day2),2,0.1
2026-03-25,2026-03-24,6378,木村化工機,7.21,3.63,PASS,1785.0,1861.0,4.26,A,0,NORMAL,1917.0,7.39,4.26,-6.67,,,,4.26,1,利確+3%,1,4.26
2026-03-25,2026-03-24,8707,岩井コスモホールディングス,7.12,3.35,PASS,3765.0,3760.0,-0.13,FLAT,0,NORMAL,3800.0,0.93,-0.13,-0.4,,,,-0.13,1,引け(day2),2,-0.4
2026-03-25,2026-03-24,410A,ＧＭＯコマース,7.02,3.06,PASS,1127.0,1116.0,-0.98,B,0,NORMAL,1179.0,4.61,-0.98,-0.98,,,,-0.98,1,引け(day2),2,-0.98
2026-03-25,2026-03-24,5253,カバー,7.0,3.01,PASS,1425.0,1471.0,3.23,B,0,NORMAL,1477.0,3.65,3.23,-2.11,,,,3.23,1,利確+3%,1,3.23
2026-03-26,2026-03-25,7066,ピアズ,10.0,14.21,CAUTION,525.0,496.0,-5.52,FLAT,0,NORMAL,525.0,0.0,-5.52,,,,,-5.52,1,損切り-5%,1,-5.52
2026-03-26,2026-03-25,9235,売れるネット広告社グループ,9.59,10.77,BUY,683.0,752.0,10.1,S,1,NORMAL,848.0,24.16,10.1,,,,,10.1,1,利確+3%,1,10.1
2026-03-26,2026-03-25,6836,ぷらっとホーム,8.23,6.68,BUY,1031.0,1077.0,4.46,A,0,NORMAL,1220.0,18.33,4.46,,,,,4.46,1,利確+3%,1,4.46
2026-03-26,2026-03-25,9535,広島ガス,8.19,6.57,BUY,410.0,405.0,-1.22,FLAT,0,NORMAL,410.0,0.0,-1.22,,,,,-1.22,1,引け(day1),1,-1.22
2026-03-26,2026-03-25,9229,サンウェルズ,7.64,4.93,BUY,250.0,270.0,8.0,S,1,NORMAL,276.0,10.4,8.0,,,,,8.0,1,利確+3%,1,8.0
2026-03-26,2026-03-25,410A,ＧＭＯコマース,7.46,4.39,PASS,1117.0,1116.0,-0.09,B,0,NORMAL,1140.0,2.06,-0.09,,,,,-0.09,1,引け(day1),1,-0.09
2026-03-26,2026-03-25,7105,三菱ロジスネクスト,7.31,5.5,PASS,1526.0,1548.0,1.44,FLAT,0,NORMAL,1548.0,1.44,1.44,,,,,1.44,1,引け(day1),1,1.44
2026-03-26,2026-03-25,8708,アイザワ証券グループ,7.26,3.77,PASS,1514.0,1507.0,-0.46,FLAT,0,NORMAL,1515.0,0.07,-0.46,,,,,-0.46,1,引け(day1),1,-0.46
2026-03-26,2026-03-25,4097,高圧ガス工業,7.19,3.57,PASS,1122.0,1116.0,-0.53,FLAT,0,NORMAL,1122.0,0.0,-0.53,,,,,-0.53,1,引け(day1),1,-0.53
2026-03-26,2026-03-25,8844,コスモスイニシア,7.16,3.68,PASS,1198.0,1167.0,-2.59,FLAT,0,NORMAL,1198.0,0.0,-2.59,,,,,-2.59,1,引け(day1),1,-2.59
2026-03-26,2026-03-25,3077,ホリイフードサービス,7.09,3.28,PASS,619.0,622.0,0.48,B,0,NORMAL,638.0,3.07,0.48,,,,,0.48,1,引け(day1),1,0.48
2026-03-26,2026-03-25,7613,シークス,6.98,4.51,PASS,1216.0,1227.0,0.9,FLAT,0,NORMAL,1229.0,1.07,0.9,,,,,0.9,1,引け(day1),1,0.9
2026-03-26,2026-03-25,8835,太平洋興発,6.95,2.84,PASS,948.0,1012.0,6.75,S,1,NORMAL,1028.0,8.44,6.75,,,,,6.75,1,利確+3%,1,6.75
2026-03-26,2026-03-25,4896,ケイファーマ,6.9,2.71,PASS,805.0,791.0,-1.74,B,0,NORMAL,822.0,2.11,-1.74,,,,,-1.74,1,引け(day1),1,-1.74
2026-03-26,2026-03-25,3839,ＯＤＫソリューションズ,6.9,3.82,PASS,640.0,630.0,-1.56,FLAT,0,NORMAL,644.0,0.62,-1.56,,,,,-1.56,1,引け(day1),1,-1.56
2026-03-26,2026-03-25,2195,アミタホールディングス,6.88,4.56,PASS,365.0,441.0,20.82,S,1,NORMAL,441.0,20.82,20.82,,,,,20.82,1,利確+3%,1,20.82
2026-03-26,2026-03-25,4673,川崎地質,6.65,2.19,PASS,5600.0,5300.0,-5.36,A,0,NORMAL,5950.0,6.25,-5.36,,,,,-5.36,1,損切り-5%,1,-5.36
2026-03-26,2026-03-25,479A,ＰＲＯＮＩ,6.58,2.3,PASS,1329.0,1319.0,-0.75,FLAT,0,NORMAL,1348.0,1.43,-0.75,,,,,-0.75,1,引け(day1),1,-0.75
2026-03-26,2026-03-25,3810,サイバーステップホールディングス,6.35,1.66,PASS,264.0,264.0,0.0,B,0,NORMAL,275.0,4.17,0.0,,,,,0.0,1,引け(day1),1,0.0
2026-03-26,2026-03-25,7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,6.33,0.98,PASS,2302.0,2302.0,0.0,FLAT,0,NORMAL,2303.0,0.04,0.0,,,,,0.0,1,引け(day1),1,0.0
