buy_date,code,name,today_rise,buy_price,score,ratio,market_condition,next_rise,next_open,next_close,rebound_score,rebound_reason
2026-03-23,5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,-12.24,172.0,0.75,1.1,PANIC,-1.14,175.0,173.0,8.0,RSI売られ過ぎ(21) / 出来高急増(29.1倍)売り枯れ示唆 / MA25下離れ(-13.0%)
2026-03-23,1443,技研ホールディングス,-11.68,295.0,-0.6,0.46,PANIC,2.01,299.0,305.0,7.0,RSIやや低め(34) / 出来高急増(16.6倍)売り枯れ示唆 / MA25下離れ(-10.1%)
2026-03-23,9342,スマサポ,-11.65,910.0,1.95,0.09,PANIC,3.46,895.0,926.0,10.0,RSI極度売られ過ぎ(3) / 出来高急増(38.3倍)売り枯れ示唆 / MA25大幅下離れ(-26.0%)
2026-03-23,4427,ＥｄｕＬａｂ,-10.96,195.0,10.0,16.36,PANIC,18.93,206.0,245.0,5.0,RSI中立(40) / 出来高急増(3.3倍)売り枯れ示唆 / MA25やや下離れ(-9.6%)
2026-03-23,6330,東洋エンジニアリング,-10.74,2910.0,1.45,1.31,PANIC,-15.48,2985.0,2523.0,4.0,RSI中立(44) / MA25大幅下離れ(-19.0%)
2026-03-23,6433,ヒーハイスト,-10.46,1412.0,2.06,0.99,PANIC,-4.89,1512.0,1438.0,5.0,RSIやや低め(36) / MA25大幅下離れ(-20.9%)
2026-03-23,7946,光陽社,-10.44,815.0,8.19,6.58,PANIC,-8.28,725.0,665.0,10.0,RSI極度売られ過ぎ(20) / 出来高急増(11.1倍)売り枯れ示唆 / MA25大幅下離れ(-57.3%)
2026-03-23,5587,インバウンドプラットフォーム,-9.43,634.0,-2.52,0.28,PANIC,4.22,664.0,692.0,10.0,RSI極度売られ過ぎ(14) / 出来高急増(3.6倍)売り枯れ示唆 / MA25大幅下離れ(-24.7%)
2026-03-23,336A,ダイナミックマッププラットフォーム,-8.54,600.0,-0.99,0.47,PANIC,-0.32,624.0,622.0,4.0,RSIやや低め(31) / MA25下離れ(-14.8%)
2026-03-23,218A,Ｌｉｂｅｒａｗａｒｅ,-7.96,1318.0,-1.54,0.59,PANIC,-1.49,1405.0,1384.0,3.0,RSI中立(45) / MA25下離れ(-10.3%)
2026-03-23,3905,データセクション,-7.85,1292.0,0.66,0.61,PANIC,-1.12,1337.0,1322.0,7.0,RSI売られ過ぎ(21) / 出来高やや増(1.7倍) / MA25大幅下離れ(-26.5%)
2026-03-23,5253,カバー,-7.78,1411.0,1.21,0.88,PANIC,-1.94,1441.0,1413.0,7.0,RSIやや低め(39) / 出来高急増(3.2倍)売り枯れ示唆 / MA25下離れ(-13.6%)
2026-03-23,7721,東京計器,-7.49,7290.0,0.96,0.99,PANIC,-4.13,7510.0,7200.0,4.0,RSIやや低め(36) / MA25下離れ(-11.9%)
2026-03-23,6771,池上通信機,-7.39,714.0,0.67,1.35,PANIC,-3.83,757.0,728.0,4.0,RSIやや低め(39) / 出来高やや増(1.7倍) / MA25やや下離れ(-6.8%)
2026-03-23,4918,アイビー化粧品,-7.37,352.0,-7.11,0.09,PANIC,0.0,355.0,355.0,8.0,RSI売られ過ぎ(27) / 出来高急増(3.5倍)売り枯れ示唆 / MA25下離れ(-12.0%)
2026-03-23,6239,ナガオカ,-7.29,1500.0,8.55,7.66,PANIC,-0.92,1523.0,1509.0,3.0,出来高急増(4.2倍)売り枯れ示唆
2026-03-23,3103,ユニチカ,-7.2,1327.0,1.27,0.42,PANIC,-7.77,1428.0,1317.0,3.0,RSI中立(47) / MA25下離れ(-10.7%)
2026-03-23,4464,ソフト９９コーポレーション,-7.12,3655.0,-5.9,0.01,PANIC,3.19,3610.0,3725.0,8.0,RSI極度売られ過ぎ(6) / 出来高急増(9.5倍)売り枯れ示唆 / MA25やや下離れ(-9.1%)
2026-03-23,6081,アライドアーキテクツ,-7.0,279.0,1.53,0.21,PANIC,-1.36,295.0,291.0,6.0,RSI売られ過ぎ(25) / MA25大幅下離れ(-23.9%)
2026-03-23,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,-6.74,166.0,-1.61,0.44,PANIC,-4.62,173.0,165.0,5.0,RSIやや低め(31) / MA25大幅下離れ(-21.6%)
2026-03-23,3652,ディジタルメディアプロフェッショナル,-6.67,2000.0,1.98,1.16,PANIC,-2.31,2080.0,2032.0,7.0,RSI売られ過ぎ(29) / 出来高増加(2.5倍) / MA25下離れ(-10.5%)
2026-03-23,3691,デジタルプラス,-6.4,1301.0,0.3,0.75,PANIC,0.37,1360.0,1365.0,8.0,RSI売られ過ぎ(25) / 出来高増加(2.0倍) / MA25大幅下離れ(-15.6%)
2026-03-23,5010,日本精蝋,-6.23,256.0,5.38,0.53,PANIC,1.14,263.0,266.0,4.0,RSI売られ過ぎ(28) / MA25やや下離れ(-8.0%)
2026-03-23,4576,デ・ウエスタン・セラピテクス研究所,-6.12,92.0,3.6,1.15,PANIC,-1.05,95.0,94.0,5.0,RSIやや低め(37) / 出来高増加(2.5倍) / MA25やや下離れ(-8.3%)
2026-03-23,4970,東洋合成工業,-6.03,9200.0,-0.78,0.52,PANIC,-0.1,9800.0,9790.0,5.0,RSI売られ過ぎ(26) / MA25下離れ(-13.6%)
2026-03-23,6495,宮入バルブ製作所,-5.71,231.0,0.65,0.55,PANIC,-4.6,239.0,228.0,3.0,RSIやや低め(36) / MA25やや下離れ(-7.7%)
2026-03-23,2666,オートウェーブ,-5.7,149.0,0.09,0.76,PANIC,1.32,151.0,153.0,9.0,RSI極度売られ過ぎ(15) / 出来高急増(8.9倍)売り枯れ示唆 / MA25下離れ(-12.9%)
2026-03-23,7707,プレシジョン・システム・サイエンス,-5.5,206.0,2.74,0.54,PANIC,-0.93,214.0,212.0,4.0,RSIやや低め(36) / MA25下離れ(-10.3%)
2026-03-23,3963,シンクロ・フード,-5.47,449.0,-2.46,0.34,PANIC,0.0,462.0,462.0,6.0,RSI売られ過ぎ(28) / 出来高やや増(1.5倍) / MA25下離れ(-13.8%)
2026-03-23,6626,ＳＥＭＩＴＥＣ,-5.46,2440.0,0.12,0.75,PANIC,-1.2,2490.0,2460.0,7.0,RSI極度売られ過ぎ(14) / 出来高増加(2.0倍) / MA25やや下離れ(-9.7%)
2026-03-23,7280,ミツバ,-5.44,1147.0,0.46,0.53,PANIC,-2.32,1206.0,1178.0,6.0,RSI売られ過ぎ(23) / MA25大幅下離れ(-15.9%)
2026-03-23,6217,津田駒工業,-5.36,459.0,1.52,0.25,PANIC,1.9,473.0,482.0,5.0,RSIやや低め(35) / MA25大幅下離れ(-17.4%)
2026-03-23,6907,ジオマテック,-5.36,813.0,2.82,1.46,PANIC,-0.56,887.0,882.0,7.0,RSI極度売られ過ぎ(18) / MA25大幅下離れ(-30.6%)
2026-03-23,4382,ＨＥＲＯＺ,-5.35,778.0,-0.98,1.21,PANIC,0.87,801.0,808.0,3.0,RSI中立(47) / 出来高やや増(1.9倍) / MA25やや下離れ(-6.1%)
2026-03-23,7061,日本ホスピスホールディングス,-5.33,728.0,-3.83,0.44,PANIC,-1.21,742.0,733.0,6.0,RSI売られ過ぎ(27) / MA25大幅下離れ(-18.3%)
2026-03-23,2173,博展,-5.32,925.0,-1.04,0.35,PANIC,1.83,928.0,945.0,4.0,RSI売られ過ぎ(21) / MA25やや下離れ(-8.1%)
2026-03-23,3315,日本コークス工業,-5.26,108.0,-2.78,1.25,PANIC,0.88,113.0,114.0,3.0,RSI中立(41) / MA25下離れ(-12.6%)
2026-03-23,4960,ケミプロ化成,-5.21,637.0,-4.07,0.32,PANIC,-1.81,664.0,652.0,5.0,RSIやや低め(36) / MA25大幅下離れ(-15.1%)
2026-03-23,6905,コーセル,-5.21,1128.0,4.37,1.21,PANIC,-2.3,1218.0,1190.0,6.0,RSI極度売られ過ぎ(17) / MA25下離れ(-10.1%)
2026-03-23,9467,アルファポリス,-5.17,1155.0,0.2,0.59,PANIC,-1.98,1163.0,1140.0,5.0,RSI中立(42) / 出来高増加(2.3倍) / MA25下離れ(-12.6%)
2026-03-23,7003,三井Ｅ＆Ｓ,-5.15,6118.0,2.57,1.17,PANIC,-5.14,6318.0,5993.0,5.0,RSI売られ過ぎ(30) / MA25下離れ(-14.2%)
2026-03-23,8914,エリアリンク,-5.12,1111.0,-0.9,0.68,PANIC,-2.33,1161.0,1134.0,3.0,RSIやや低め(34) / MA25やや下離れ(-8.8%)
2026-03-23,281A,インフォメティス,-5.08,560.0,9.59,10.78,PANIC,10.0,600.0,660.0,3.0,出来高急増(14.6倍)売り枯れ示唆
2026-03-23,7013,ＩＨＩ,-5.06,3470.0,-0.18,0.73,PANIC,-3.93,3559.0,3419.0,4.0,RSIやや低め(36) / MA25下離れ(-13.8%)
2026-03-23,5139,オープンワーク,-5.01,854.0,2.92,0.66,PANIC,-1.96,869.0,852.0,3.0,RSI中立(44) / MA25下離れ(-10.6%)
2026-03-23,7692,アースインフィニティ,-5.0,95.0,-4.99,1.06,PANIC,-1.02,98.0,97.0,5.0,RSIやや低め(36) / 出来高増加(2.3倍) / MA25やや下離れ(-7.2%)
2026-03-24,6330,東洋エンジニアリング,-15.48,2523.0,1.08,1.47,NORMAL,3.68,2608.0,2704.0,6.0,RSI中立(42) / 出来高増加(2.6倍) / MA25大幅下離れ(-26.8%)
2026-03-24,9742,アイネス,-12.97,1905.0,7.56,4.67,NORMAL,6.87,1906.0,2037.0,6.0,RSIやや低め(37) / 出来高急増(3.5倍)売り枯れ示唆 / MA25やや下離れ(-8.3%)
2026-03-24,6522,アスタリスク,-10.47,1000.0,5.34,0.16,NORMAL,31.58,988.0,1300.0,3.0,出来高急増(16.1倍)売り枯れ示唆
2026-03-24,478A,フツパー,-10.3,749.0,0.19,0.71,NORMAL,-2.18,734.0,718.0,5.0,RSI中立(49) / 出来高増加(2.1倍) / MA25下離れ(-10.1%)
2026-03-24,7946,光陽社,-8.28,665.0,8.38,7.15,NORMAL,3.25,615.0,635.0,10.0,RSI極度売られ過ぎ(6) / 出来高急増(3.7倍)売り枯れ示唆 / MA25大幅下離れ(-64.0%)
2026-03-24,7014,名村造船所,-7.99,4320.0,1.3,0.84,NORMAL,0.11,4495.0,4500.0,6.0,RSI売られ過ぎ(21) / MA25大幅下離れ(-16.4%)
2026-03-24,3103,ユニチカ,-7.77,1317.0,0.49,0.34,NORMAL,3.71,1347.0,1397.0,3.0,RSI中立(41) / MA25下離れ(-12.3%)
2026-03-24,4316,ビーマップ,-7.69,997.0,1.2,0.57,NORMAL,-3.19,1002.0,970.0,4.0,RSIやや低め(31) / MA25下離れ(-14.1%)
2026-03-24,2962,テクニスコ,-7.29,890.0,-5.72,0.13,NORMAL,2.07,919.0,938.0,5.0,RSI売られ過ぎ(21) / MA25下離れ(-13.2%)
2026-03-24,7794,イーディーピー,-7.11,1085.0,-1.48,0.21,NORMAL,-0.09,1101.0,1100.0,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-26.1%)
2026-03-24,3070,ジェリービーンズグループ,-6.45,87.0,-3.35,0.7,NORMAL,0.0,89.0,89.0,3.0,RSI中立(43) / MA25下離れ(-12.8%)
2026-03-24,9127,玉井商船,-6.41,3650.0,6.78,2.35,NORMAL,0.68,3670.0,3695.0,6.0,RSI中立(41) / 出来高急増(12.5倍)売り枯れ示唆 / MA25下離れ(-13.1%)
2026-03-24,6226,守谷輸送機工業,-5.85,3945.0,0.05,1.27,NORMAL,1.22,4085.0,4135.0,7.0,RSI極度売られ過ぎ(20) / MA25大幅下離れ(-25.6%)
2026-03-24,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,-5.79,18370.0,-0.1,0.92,NORMAL,-3.15,20330.0,19690.0,3.0,RSI中立(44) / MA25下離れ(-10.0%)
2026-03-24,6469,放電精密加工研究所,-5.55,3490.0,2.05,0.55,NORMAL,0.55,3640.0,3660.0,4.0,RSIやや低め(35) / MA25下離れ(-11.8%)
2026-03-24,7220,武蔵精密工業,-5.45,2515.0,1.95,1.05,NORMAL,1.08,2597.0,2625.0,3.0,RSIやや低め(40) / MA25やや下離れ(-6.2%)
2026-03-24,5032,ＡＮＹＣＯＬＯＲ,-5.26,2918.0,0.11,0.83,NORMAL,0.27,2922.0,2930.0,7.0,RSIやや低め(31) / 出来高増加(2.6倍) / MA25大幅下離れ(-22.8%)
2026-03-24,6804,ホシデン,-5.2,2624.0,1.83,0.89,NORMAL,-0.07,2674.0,2672.0,4.0,RSIやや低め(33) / 出来高やや増(1.7倍) / MA25やや下離れ(-7.7%)
2026-03-24,7003,三井Ｅ＆Ｓ,-5.14,5993.0,1.24,0.88,NORMAL,0.75,6243.0,6290.0,6.0,RSI売られ過ぎ(30) / MA25大幅下離れ(-15.4%)
2026-03-24,429A,テクセンドフォトマスク,-5.11,2751.0,6.38,1.13,NORMAL,1.42,2821.0,2861.0,6.0,RSI極度売られ過ぎ(14) / MA25下離れ(-10.8%)
2026-03-25,281A,インフォメティス,-16.54,560.0,2.69,1.87,NORMAL,-9.62,530.0,479.0,3.0,出来高急増(3.3倍)売り枯れ示唆
2026-03-25,7922,三光産業,-15.06,750.0,-5.8,0.37,NORMAL,1.48,745.0,756.0,3.0,出来高急増(7.7倍)売り枯れ示唆
2026-03-25,4427,ＥｄｕＬａｂ,-12.62,284.0,4.41,5.59,NORMAL,-8.47,295.0,270.0,3.0,出来高急増(11.7倍)売り枯れ示唆
2026-03-25,3803,イメージ情報開発,-11.72,610.0,0.36,2.23,NORMAL,-11.87,615.0,542.0,4.0,RSI中立(47) / 出来高増加(2.4倍) / MA25やや下離れ(-7.7%)
2026-03-25,6497,ハマイ,-10.07,1304.0,4.41,2.43,NORMAL,0.31,1304.0,1308.0,5.0,RSI中立(41) / 出来高急増(6.9倍)売り枯れ示唆 / MA25やや下離れ(-9.1%)
2026-03-25,153A,カウリス,-9.61,1138.0,5.53,3.79,NORMAL,-3.29,1155.0,1117.0,3.0,RSI中立(50) / 出来高増加(2.7倍)
2026-03-25,5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,-7.13,1472.0,-1.14,0.51,NORMAL,-3.35,1462.0,1413.0,3.0,出来高急増(10.9倍)売り枯れ示唆
2026-03-25,7812,クレステック,-7.08,1957.0,7.53,4.58,NORMAL,-1.26,1989.0,1964.0,3.0,出来高急増(48.2倍)売り枯れ示唆
2026-03-25,3997,トレードワークス,-5.69,381.0,2.65,0.82,NORMAL,-1.55,387.0,381.0,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-20.6%)
2026-03-26,4594,ブライトパス・バイオ,-18.68,74.0,7.74,5.23,WEAK,8.33,72.0,78.0,3.0,出来高急増(3.8倍)売り枯れ示唆
2026-03-26,4222,児玉化学工業,-12.88,1062.0,0.12,0.43,WEAK,5.61,1033.0,1091.0,5.0,RSIやや低め(39) / 出来高増加(2.5倍) / MA25やや下離れ(-7.1%)
2026-03-26,3103,ユニチカ,-12.39,1145.0,-1.65,0.37,WEAK,6.64,1115.0,1189.0,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-23.9%)
2026-03-26,3803,イメージ情報開発,-11.87,542.0,0.68,2.21,WEAK,4.19,549.0,572.0,4.0,RSI中立(46) / MA25大幅下離れ(-17.1%)
2026-03-26,4479,マクアケ,-10.69,986.0,-1.02,0.48,WEAK,0.71,986.0,993.0,5.0,RSIやや低め(34) / 出来高やや増(1.9倍) / MA25下離れ(-11.9%)
2026-03-26,4576,デ・ウエスタン・セラピテクス研究所,-9.52,95.0,0.31,0.99,WEAK,2.13,94.0,96.0,5.0,RSIやや低め(38) / 出来高急増(10.6倍)売り枯れ示唆
2026-03-26,402A,アクセルスペースホールディングス,-9.19,563.0,-1.66,0.47,WEAK,-0.71,562.0,558.0,4.0,RSIやや低め(32) / MA25下離れ(-10.5%)
2026-03-26,4422,ＶＡＬＵＥＮＥＸ,-8.94,499.0,7.86,6.53,WEAK,-1.02,491.0,486.0,3.0,出来高急増(4.5倍)売り枯れ示唆
2026-03-26,2321,ソフトフロントホールディングス,-8.71,220.0,-2.05,0.27,WEAK,-1.35,222.0,219.0,4.0,RSI中立(50) / MA25大幅下離れ(-17.3%)
2026-03-26,4098,チタン工業,-8.25,1223.0,10.0,13.22,WEAK,-3.13,1213.0,1175.0,3.0,出来高急増(15.1倍)売り枯れ示唆
2026-03-26,4598,Ｄｅｌｔａ−Ｆｌｙ　Ｐｈａｒｍａ,-8.14,203.0,-0.94,0.26,WEAK,1.47,204.0,207.0,5.0,RSI売られ過ぎ(25) / MA25下離れ(-10.6%)
2026-03-26,6433,ヒーハイスト,-8.05,1325.0,-2.42,0.36,WEAK,-0.46,1315.0,1309.0,5.0,RSIやや低め(32) / MA25大幅下離れ(-22.4%)
2026-03-26,4593,ヘリオス,-8.02,367.0,1.19,0.97,WEAK,4.42,362.0,378.0,3.0,RSIやや低め(32) / MA25やや下離れ(-7.8%)
2026-03-26,7794,イーディーピー,-7.9,1014.0,-1.24,0.15,WEAK,0.0,1314.0,1314.0,6.0,RSI売られ過ぎ(26) / MA25大幅下離れ(-29.0%)
2026-03-26,6366,千代田化工建設,-7.87,936.0,-1.65,1.23,WEAK,-0.43,921.0,917.0,8.0,RSI売られ過ぎ(27) / 出来高増加(2.2倍) / MA25大幅下離れ(-23.7%)
2026-03-26,477A,スタートライン,-7.7,563.0,-5.57,0.22,WEAK,-2.85,562.0,546.0,8.0,RSI売られ過ぎ(25) / 出来高増加(2.7倍) / MA25大幅下離れ(-17.1%)
2026-03-26,6495,宮入バルブ製作所,-7.69,216.0,-4.97,0.21,WEAK,4.33,208.0,217.0,3.0,RSI中立(42) / MA25下離れ(-13.0%)
2026-03-26,2962,テクニスコ,-7.68,866.0,-1.45,0.11,WEAK,-4.44,923.0,882.0,6.0,RSI売られ過ぎ(28) / MA25大幅下離れ(-16.2%)
2026-03-26,436A,サイバーソリューションズ,-7.19,955.0,-1.29,0.41,WEAK,3.81,945.0,981.0,7.0,RSI売られ過ぎ(22) / 出来高増加(2.3倍) / MA25下離れ(-14.2%)
2026-03-26,6620,宮越ホールディングス,-7.18,685.0,9.27,9.82,WEAK,-0.6,670.0,666.0,4.0,RSI中立(43) / 出来高増加(2.9倍) / MA25やや下離れ(-5.1%)
2026-03-26,7779,ＣＹＢＥＲＤＹＮＥ,-7.17,285.0,-1.71,0.29,WEAK,1.41,283.0,287.0,4.0,RSIやや低め(33) / MA25下離れ(-14.1%)
2026-03-26,198A,ＰｏｓｔＰｒｉｍｅ,-6.98,200.0,3.13,0.41,WEAK,0.0,203.0,203.0,4.0,RSIやや低め(38) / MA25下離れ(-12.5%)
2026-03-26,4316,ビーマップ,-6.91,903.0,4.67,1.66,WEAK,-15.39,890.0,753.0,8.0,RSI極度売られ過ぎ(13) / 出来高やや増(1.6倍) / MA25大幅下離れ(-21.6%)
2026-03-26,4588,オンコリスバイオファーマ,-6.81,2284.0,-1.59,0.72,WEAK,4.66,2234.0,2338.0,4.0,RSIやや低め(39) / MA25下離れ(-11.4%)
2026-03-26,9880,イノテック,-6.58,2597.0,-0.37,0.66,WEAK,0.67,2550.0,2567.0,5.0,RSIやや低め(39) / 出来高急増(5.2倍)売り枯れ示唆
2026-03-26,3776,ブロードバンドタワー,-6.48,202.0,-2.09,0.36,WEAK,1.49,202.0,205.0,4.0,RSIやや低め(39) / MA25下離れ(-10.3%)
2026-03-26,7138,ＴＯＲＩＣＯ,-6.44,247.0,-0.91,0.34,WEAK,1.19,252.0,255.0,5.0,RSI売られ過ぎ(28) / MA25下離れ(-12.4%)
2026-03-26,4889,レナサイエンス,-6.42,1675.0,-1.65,0.81,WEAK,3.98,1659.0,1725.0,4.0,RSIやや低め(37) / MA25下離れ(-10.6%)
2026-03-26,6208,石川製作所,-6.33,2220.0,-0.35,0.23,WEAK,0.0,2210.0,2210.0,6.0,RSI極度売られ過ぎ(18) / MA25下離れ(-10.8%)
2026-03-26,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,-6.32,163.0,-0.43,0.6,WEAK,0.0,160.0,160.0,6.0,RSI売られ過ぎ(29) / MA25大幅下離れ(-19.8%)
2026-03-26,5332,ＴＯＴＯ,-6.31,5569.0,0.7,1.02,WEAK,-0.8,5473.0,5429.0,3.0,RSIやや低め(36) / MA25やや下離れ(-5.7%)
2026-03-26,7826,フルヤ金属,-5.84,6610.0,-1.3,0.64,WEAK,-0.62,6410.0,6370.0,3.0,RSIやや低め(39) / MA25やや下離れ(-6.7%)
2026-03-26,4584,キッズウェル・バイオ,-5.79,244.0,-0.39,0.53,WEAK,5.02,239.0,251.0,3.0,RSIやや低め(37) / MA25やや下離れ(-7.5%)
2026-03-26,6255,エヌ・ピー・シー,-5.76,720.0,-1.12,0.56,WEAK,1.83,710.0,723.0,3.0,RSIやや低め(32) / MA25やや下離れ(-7.5%)
2026-03-26,438A,インフキュリオン,-5.39,719.0,-0.88,0.5,WEAK,2.64,720.0,739.0,6.0,RSI売られ過ぎ(25) / MA25大幅下離れ(-20.0%)
2026-03-26,4571,ＮＡＮＯホールディングス,-5.39,158.0,-0.41,0.5,WEAK,3.18,157.0,162.0,3.0,RSIやや低め(34) / MA25やや下離れ(-6.9%)
2026-03-26,4673,川崎地質,-5.36,5300.0,9.5,10.5,WEAK,11.54,5200.0,5800.0,3.0,出来高急増(9.4倍)売り枯れ示唆
2026-03-26,7777,スリー・ディー・マトリックス,-5.3,429.0,-0.45,0.6,WEAK,4.75,421.0,441.0,5.0,RSIやや低め(33) / MA25大幅下離れ(-25.5%)
2026-03-26,276A,ククレブ・アドバイザーズ,-5.29,3310.0,0.4,0.51,WEAK,1.97,3305.0,3370.0,3.0,RSIやや低め(38) / MA25やや下離れ(-8.7%)
2026-03-26,7366,ＬＩＴＡＬＩＣＯ,-5.15,1233.0,0.3,0.86,WEAK,0.65,1227.0,1235.0,4.0,RSI中立(41) / 出来高増加(2.2倍) / MA25やや下離れ(-5.7%)
2026-03-26,7068,フィードフォースグループ,-5.12,537.0,1.45,1.18,WEAK,-1.88,533.0,523.0,7.0,RSI売られ過ぎ(28) / 出来高急増(3.9倍)売り枯れ示唆 / MA25やや下離れ(-9.0%)
2026-03-26,6855,日本電子材料,-5.05,6200.0,-0.88,0.64,WEAK,-1.51,5950.0,5860.0,6.0,RSI売られ過ぎ(30) / MA25大幅下離れ(-17.0%)
2026-03-26,4379,Ｐｈｏｔｏｓｙｎｔｈ,-5.02,492.0,2.53,2.07,WEAK,1.24,484.0,490.0,3.0,出来高急増(8.9倍)売り枯れ示唆
2026-03-26,6522,アスタリスク,-5.01,1441.0,6.22,4.12,WEAK,-2.66,1541.0,1500.0,3.0,出来高急増(6.9倍)売り枯れ示唆
2026-03-27,4316,ビーマップ,-15.39,753.0,6.57,1.71,NORMAL,-0.17,604.0,603.0,10.0,RSI極度売られ過ぎ(10) / 出来高急増(3.2倍)売り枯れ示唆 / MA25大幅下離れ(-34.1%)
2026-03-27,7375,リファインバースグループ,-13.97,1219.0,4.35,5.59,NORMAL,2.99,1339.0,1379.0,3.0,出来高急増(9.7倍)売り枯れ示唆
2026-03-27,4167,ココペリ,-13.29,359.0,10.0,14.04,NORMAL,2.47,324.0,332.0,3.0,出来高急増(54.7倍)売り枯れ示唆
2026-03-27,2195,アミタホールディングス,-10.53,425.0,0.13,3.56,NORMAL,1.61,497.0,505.0,3.0,出来高急増(11.3倍)売り枯れ示唆
2026-03-27,7774,ジャパン・ティッシュエンジニアリング,-7.35,693.0,-0.58,0.43,NORMAL,-8.58,653.0,597.0,5.0,RSIやや低め(39) / 出来高急増(4.6倍)売り枯れ示唆
2026-03-27,2193,クックパッド,-7.05,145.0,-0.41,0.97,NORMAL,-2.13,141.0,138.0,3.0,RSI中立(47) / 出来高増加(2.8倍)
2026-03-27,7719,東京衡機,-5.36,530.0,6.38,1.77,NORMAL,6.0,500.0,530.0,3.0,RSI中立(47) / MA25下離れ(-12.5%)
2026-03-30,149A,シンカ,-25.74,1226.0,5.57,4.73,STRONG,,,,3.0,出来高急増(29.1倍)売り枯れ示唆
2026-03-30,3315,日本コークス工業,-16.22,124.0,7.61,4.84,STRONG,,,,3.0,出来高急増(10.2倍)売り枯れ示唆
2026-03-30,7774,ジャパン・ティッシュエンジニアリング,-8.58,597.0,7.32,3.97,STRONG,,,,5.0,RSIやや低め(37) / 出来高やや増(1.9倍) / MA25下離れ(-11.4%)
2026-03-30,3388,明治電機工業,-6.97,2028.0,-1.08,0.89,STRONG,,,,8.0,RSI売られ過ぎ(28) / 出来高急増(31.8倍)売り枯れ示唆 / MA25下離れ(-14.5%)
2026-03-30,3778,さくらインターネット,-6.82,2609.0,5.4,2.28,STRONG,,,,7.0,RSI売られ過ぎ(29) / 出来高急増(4.1倍)売り枯れ示唆 / MA25やや下離れ(-8.4%)
2026-03-30,3908,コラボス,-6.09,370.0,7.23,3.69,STRONG,,,,6.0,RSIやや低め(36) / 出来高急増(3.2倍)売り枯れ示唆 / MA25やや下離れ(-8.7%)
2026-03-30,4299,ハイマックス,-5.75,1230.0,6.41,2.79,STRONG,,,,5.0,RSI中立(44) / 出来高急増(5.0倍)売り枯れ示唆 / MA25やや下離れ(-5.9%)
2026-03-30,1798,守谷商会,-5.62,1227.0,-8.53,0.23,STRONG,,,,10.0,RSI極度売られ過ぎ(9) / 出来高急増(75.0倍)売り枯れ示唆 / MA25大幅下離れ(-81.2%)
2026-03-30,8366,滋賀銀行,-5.54,1823.0,2.89,1.8,STRONG,,,,10.0,RSI極度売られ過ぎ(17) / 出来高急増(12.8倍)売り枯れ示唆 / MA25大幅下離れ(-78.4%)
2026-03-30,4479,マクアケ,-5.45,902.0,2.55,0.94,STRONG,,,,8.0,RSI極度売られ過ぎ(9) / 出来高やや増(1.7倍) / MA25大幅下離れ(-19.2%)
2026-03-30,4478,フリー,-5.19,1991.0,0.24,0.51,STRONG,,,,4.0,RSI売られ過ぎ(29) / MA25やや下離れ(-5.3%)
